gene_id	uniprot_accession	Gene.Ontology.IDs
g10270	Q5ZI03	GO:0000122; GO:0003714; GO:0005634; GO:0005813; GO:0006397; GO:0008380; GO:0016607; GO:0019901; GO:0032991; GO:0042826; GO:0044877; GO:0045892
g10273	P25107	GO:0004991; GO:0005886; GO:0007166; GO:0007188; GO:0007189; GO:0017046; GO:0042803
g2851	Q9JLV2	GO:0006511; GO:0016567; GO:0019902; GO:0031464; GO:0048471; GO:0048820; GO:0080008; GO:0140627; GO:1990756
g2850	Q9QYJ0	GO:0001671; GO:0005524; GO:0005737; GO:0005829; GO:0009408; GO:0016020; GO:0030544; GO:0042026; GO:0046872; GO:0051082; GO:0051087
g15980	P57071	GO:0000978; GO:0001228; GO:0005634; GO:0005654; GO:0006357; GO:0008168; GO:0016604; GO:0032259; GO:0043409; GO:0045944; GO:0046872; GO:0090263; GO:1990841; GO:2000035
g1501	Q5E9A5	GO:0005634; GO:0005737; GO:0006915; GO:0030154; GO:0051726
g1502	B2GV87	GO:0004725; GO:0005634; GO:0005737; GO:0005886; GO:0007185; GO:0033003; GO:0042802; GO:0046627
g287	Q6R5J2	GO:0007224; GO:0007519; GO:0008015; GO:0009887; GO:0009952; GO:0016020; GO:0021984; GO:0031290; GO:0042694; GO:0048701; GO:0048839; GO:1904680
g289	Q86YS7	GO:0005509; GO:0005544; GO:0005829; GO:0005886; GO:0005938; GO:0008286; GO:0010828; GO:0030659; GO:0031340; GO:0032587; GO:0034451; GO:0065002; GO:0072659; GO:0090314
g13119	B8MKY6	GO:0004315; GO:0006633; GO:0016491; GO:0031177; GO:0044550; GO:0050637; GO:1901336
g13111	A0A3G1DJH7	GO:0004312; GO:0006633; GO:0008168; GO:0016491; GO:0031177; GO:0032259; GO:0044550
g13110	P17538	GO:0004252; GO:0005576; GO:0006508; GO:0007586
g13113	A5ABG0	GO:0004312; GO:0006633; GO:0016491; GO:0016874; GO:0019748; GO:0031177; GO:0044550
g13112	Q7SHI6	GO:0004312; GO:0004315; GO:0006633; GO:0016491; GO:0044550
g13115	A5ABG0	GO:0004312; GO:0006633; GO:0016491; GO:0016874; GO:0019748; GO:0031177; GO:0044550
g13114	K3VA96	GO:0004312; GO:0004315; GO:0006633; GO:0008168; GO:0016491; GO:0031177; GO:0032259; GO:0044550; GO:1901336
g13117	P9WEZ4	GO:0004312; GO:0004315; GO:0006633; GO:0016491; GO:0016874; GO:0031177; GO:0044550
g13116	Q55DM7	GO:0004315; GO:0006633; GO:0016491; GO:0099139
g425	B2RC85	GO:0005737; GO:0005856; GO:0097729
g429	Q924S4	GO:0005886; GO:0006915; GO:0007399; GO:0007517; GO:0016055; GO:0030279; GO:0043025; GO:0048681; GO:0060173; GO:0090090
g428	Q90Y90	GO:0005886; GO:0016055
g12643	Q5RAZ4	GO:0003724; GO:0003725; GO:0005524; GO:0005689; GO:0005730; GO:0006397; GO:0008380; GO:0016607; GO:0016887; GO:0042742; GO:0043123; GO:0051607; GO:0071008; GO:0140374
g23741	Q9CXY9	GO:0003923; GO:0006508; GO:0016255; GO:0042765
g23740	Q9H4F1	GO:0000139; GO:0001574; GO:0001665; GO:0006664; GO:0008373; GO:0009311; GO:0016266; GO:0019082; GO:0047290
g7288	Q3USB7	GO:0004435; GO:0005737; GO:0006629; GO:0007214; GO:0032228; GO:0035556; GO:0050811; GO:0120163
g14565	NA	NA
g14566	E9QAU8	GO:0000209; GO:0005634; GO:0007409; GO:0008045; GO:0008270; GO:0030163; GO:0030513; GO:0032991; GO:0035136; GO:0060173; GO:0060384; GO:0061061; GO:0061630
g23730	Q15399	GO:0002224; GO:0004888; GO:0005794; GO:0005886; GO:0006954; GO:0006955; GO:0007165; GO:0016020; GO:0030670; GO:0032755; GO:0032757; GO:0032760; GO:0034137; GO:0035354; GO:0035663; GO:0038023; GO:0042116; GO:0042495; GO:0042802; GO:0043235; GO:0045087; GO:0045121; GO:0061809; GO:0071723; GO:0071727
g21801	Q9P278	GO:0000122; GO:0001932; GO:0005737; GO:0005765; GO:0005829; GO:0006468; GO:0008630; GO:0031334; GO:0033138; GO:0034451; GO:0042030; GO:0051087; GO:1904263; GO:1990877
g2184	Q9UGM3	GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006952; GO:0015031; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0070062
g9319	A2RU49	GO:0005759; GO:0006554; GO:0019202; GO:0047992
g9311	Q6ZMI3	GO:0005581; GO:0005615; GO:0005886; GO:0007165; GO:0009986; GO:0030424; GO:0032528; GO:0045162; GO:0086080
g9312	NA	NA
g20040	Q17RP2	GO:0003677; GO:0005634
g20042	Q03279	GO:0003964; GO:0004519
g21398	P19182	GO:0005634; GO:0005737; GO:0014706; GO:0016528; GO:0030517; GO:0042692; GO:0043403; GO:0045944; GO:0048671; GO:0061629
g21399	A2CI35	GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005737; GO:0016323; GO:0016324; GO:0043066; GO:0044344; GO:0045743; GO:0048568; GO:0070161; GO:0070374; GO:0106310
g21392	Q00536	GO:0000307; GO:0004674; GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006468; GO:0006887; GO:0007283; GO:0008021; GO:0009898; GO:0010508; GO:0015630; GO:0030252; GO:0031175; GO:0043005; GO:0061178; GO:0106310
g21390	O35831	GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0106310
g21391	O35832	GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0031643; GO:0106310
g21397	Q8F7W8	GO:0005737; GO:0006979; GO:0008270; GO:0030091; GO:0033743
g21395	Q5R7J6	GO:0000151; GO:0004842; GO:0005524; GO:0005634; GO:0006301; GO:0031372; GO:0061631; GO:0070534
g21021	A2RV80	GO:0005789; GO:0006915; GO:0031966
g13756	Q3SZI0	GO:0004476; GO:0005829; GO:0008270; GO:0009298; GO:0061611
g13750	Q70VZ7	GO:0003846; GO:0004144; GO:0005789; GO:0006071; GO:0006651; GO:0019432
g12082	Q14AT5	GO:0005254; GO:0005783; GO:0005886; GO:0017128; GO:0046983; GO:0051649; GO:0061588; GO:0061589; GO:0061590; GO:0061591; GO:1902476
g2552	Q05975	GO:0000139; GO:0003924; GO:0005525; GO:0005789; GO:0015031; GO:0016192; GO:0033116
g2550	A2AJK6	GO:0000785; GO:0000978; GO:0001501; GO:0001568; GO:0001701; GO:0001974; GO:0003007; GO:0003222; GO:0003226; GO:0003677; GO:0003682; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0006338; GO:0006364; GO:0006366; GO:0007417; GO:0007512; GO:0007605; GO:0007626; GO:0007628; GO:0008015; GO:0009617; GO:0010468; GO:0010880; GO:0016887; GO:0021545; GO:0021553; GO:0021772; GO:0030217; GO:0030540; GO:0035116; GO:0035904; GO:0035909; GO:0036302; GO:0040018; GO:0042048; GO:0042393; GO:0042471; GO:0042472; GO:0043009; GO:0043010; GO:0043584; GO:0045944; GO:0048752; GO:0048771; GO:0048844; GO:0050767; GO:0050890; GO:0060021; GO:0060041; GO:0060123; GO:0060324; GO:0060384; GO:0060411; GO:0060429; GO:0062009; GO:0140658; GO:1990841
g2551	NA	NA
g13000	A4IF63	GO:0000209; GO:0004842; GO:0005737; GO:0008270; GO:0017148; GO:0030371; GO:0043161; GO:0043523; GO:0061630
g15362	O43242	GO:0000502; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0008541; GO:0016020; GO:0022624; GO:0030234; GO:0034774; GO:0042176; GO:0043161; GO:0070062; GO:1904813
g4783	P62142	GO:0000164; GO:0000781; GO:0004721; GO:0004722; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0005977; GO:0005979; GO:0005981; GO:0016791; GO:0017018; GO:0019901; GO:0030155; GO:0032922; GO:0042587; GO:0042752; GO:0043153; GO:0046872; GO:0050115; GO:0051301; GO:0072357
g7780	B9EJ86	GO:0001786; GO:0005789; GO:0005829; GO:0010891; GO:0015485; GO:0015914; GO:0016020; GO:0030336; GO:0031965; GO:0032541; GO:0045444; GO:0046326; GO:0046628; GO:0051897; GO:0070273; GO:0090204; GO:0140343
g7781	B9EJ86	GO:0001786; GO:0005789; GO:0005829; GO:0010891; GO:0015485; GO:0015914; GO:0016020; GO:0030336; GO:0031965; GO:0032541; GO:0045444; GO:0046326; GO:0046628; GO:0051897; GO:0070273; GO:0090204; GO:0140343
g7783	Q5TM67	GO:0005635; GO:0005637; GO:0031965
g3206	Q9NBX4	GO:0003964; GO:0006313
g3201	B7ZC32	GO:0003777; GO:0005524; GO:0005871; GO:0005874; GO:0007005; GO:0007018; GO:0008017; GO:0016887; GO:0030705; GO:0031966; GO:0072384
g3203	O75096	GO:0001822; GO:0001942; GO:0005509; GO:0005886; GO:0006897; GO:0007167; GO:0009953; GO:0009954; GO:0009986; GO:0014069; GO:0015026; GO:0016055; GO:0030279; GO:0030425; GO:0030971; GO:0031594; GO:0034185; GO:0035022; GO:0042475; GO:0042733; GO:0042803; GO:0043025; GO:0044853; GO:0048699; GO:0048813; GO:0050731; GO:0050771; GO:0050808; GO:0051124; GO:0060173; GO:0071340; GO:0090090; GO:0097060; GO:0097104; GO:0097105; GO:0097110; GO:0150094; GO:1901631; GO:1904395
g3202	NA	NA
g3209	A9JTG5	GO:0004842; GO:0042742; GO:0043123; GO:0043130; GO:0043161; GO:0046872; GO:0048701; GO:0071600; GO:0071797; GO:0097039
g3208	Q6PGU2	GO:0000994; GO:0005634; GO:0005737; GO:0016480
g5782	NA	NA
g5783	Q8VHI6	GO:0003779; GO:0005856; GO:0007010; GO:0008360; GO:0014003; GO:0030027; GO:0030032; GO:0030036; GO:0031209; GO:0031643; GO:0034237; GO:0071933; GO:0097386; GO:0098794; GO:0098885; GO:0098978; GO:2000601
g5780	NA	NA
g5781	NA	NA
g18813	NA	NA
g18817	Q0P4F7	GO:0005524; GO:0005739; GO:0006631; GO:0031956
g18819	NA	NA
g4457	Q17QW3	GO:0001750; GO:0005654; GO:0005783; GO:0005829; GO:0042572; GO:0052650; GO:0102354
g4458	O35459	GO:0005739; GO:0005777; GO:0006635; GO:0051750
g19076	A3KGZ2	GO:0005506; GO:0016705; GO:0031418; GO:0051213
g14849	P22897	GO:0001618; GO:0004888; GO:0005537; GO:0005886; GO:0006898; GO:0009986; GO:0010008; GO:0038023; GO:0038024; GO:0071222; GO:0071346; GO:0071353
g19380	O46658	GO:0005506; GO:0005737; GO:0005789; GO:0006805; GO:0016712; GO:0019369; GO:0020037; GO:0030343; GO:0043231; GO:0047103; GO:0047749
g18031	Q90X23	GO:0001666; GO:0001934; GO:0001938; GO:0002040; GO:0005615; GO:0008083; GO:0016020; GO:0038084; GO:0042056; GO:0043183; GO:0045766; GO:0048010; GO:0050930; GO:0060754; GO:0090729
g18030	NA	NA
g15009	P22897	GO:0001618; GO:0004888; GO:0005537; GO:0005886; GO:0006898; GO:0009986; GO:0010008; GO:0038023; GO:0038024; GO:0071222; GO:0071346; GO:0071353
g23285	Q9V3H2	GO:0000502; GO:0005634; GO:0005654; GO:0005829; GO:0005838; GO:0008541; GO:0016579; GO:0043161; GO:0046872; GO:0070628; GO:0140492
g23280	Q5ZID2	GO:0005737; GO:0006915
g19167	Q76I76	GO:0001669; GO:0003779; GO:0004721; GO:0004725; GO:0005615; GO:0005737; GO:0005856; GO:0005925; GO:0006470; GO:0007283; GO:0017018; GO:0030036; GO:0030154; GO:0030837
g19801	Q5R5J4	GO:0000938; GO:0005802; GO:0005829; GO:0006622; GO:0010008; GO:0032456; GO:0042147; GO:0048471; GO:0055037; GO:0090119; GO:1990745
g19806	Q32LM4	GO:0019005; GO:0031146
g21624	P82808	GO:0004360; GO:0006002; GO:0006042; GO:0006047; GO:0006048; GO:0006487; GO:0006541; GO:0009744; GO:0016597; GO:0030246; GO:0032868; GO:0032869; GO:0032922; GO:0042802; GO:0045719; GO:0097367
g21625	Q71U00	GO:0005634; GO:0005737; GO:0016567; GO:0019005; GO:0031146; GO:0031467; GO:0097602
g8943	Q9UGM3	GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006952; GO:0015031; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0070062
g11265	Q9Y2I7	GO:0000139; GO:0000285; GO:0004674; GO:0005524; GO:0005829; GO:0005911; GO:0006612; GO:0006661; GO:0008270; GO:0010008; GO:0012506; GO:0016308; GO:0019065; GO:0019886; GO:0030593; GO:0030670; GO:0031410; GO:0031901; GO:0031902; GO:0032288; GO:0032438; GO:0034504; GO:0035556; GO:0036289; GO:0042147; GO:0043813; GO:0045121; GO:0048471; GO:0052810; GO:0090382; GO:0090385; GO:0106310; GO:1903100; GO:1903426; GO:1904562; GO:2000785
g11261	Q9Z1T6	GO:0000139; GO:0000285; GO:0004674; GO:0005524; GO:0005829; GO:0005911; GO:0006612; GO:0008270; GO:0012506; GO:0016301; GO:0016308; GO:0019065; GO:0019886; GO:0030593; GO:0030670; GO:0031410; GO:0031901; GO:0031902; GO:0032288; GO:0032438; GO:0034504; GO:0035556; GO:0036289; GO:0042147; GO:0045121; GO:0048471; GO:0052810; GO:0090382; GO:0090385; GO:0106310; GO:1903100; GO:1903426; GO:1904562; GO:2000785
g14342	Q9NUN7	GO:0000139; GO:0005509; GO:0005789; GO:0006954; GO:0008270; GO:0008284; GO:0016020; GO:0017040; GO:0042552; GO:0043067; GO:0046512; GO:0046514; GO:0070774; GO:0071602; GO:0071633; GO:0102121
g22621	Q58DT1	GO:0000463; GO:0003723; GO:0003735; GO:0022625
g10600	C0HL13	GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005886; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167
g10601	Q9Y6R7	GO:0005615; GO:0031012; GO:0070062
g10608	Q6UXS0	GO:0005576; GO:0030246
g17953	P61222	GO:0000054; GO:0003924; GO:0005506; GO:0005524; GO:0005737; GO:0005739; GO:0006413; GO:0006415; GO:0006417; GO:0016887; GO:0022626; GO:0032790; GO:0043024; GO:0043273; GO:0051539; GO:0060698; GO:0072344
g678	P41136	GO:0000122; GO:0000785; GO:0000791; GO:0001656; GO:0001779; GO:0001966; GO:0002521; GO:0003149; GO:0003166; GO:0005634; GO:0005737; GO:0007507; GO:0007623; GO:0008284; GO:0008344; GO:0009649; GO:0010468; GO:0010628; GO:0010629; GO:0014003; GO:0019216; GO:0021772; GO:0030154; GO:0030183; GO:0030218; GO:0032922; GO:0032991; GO:0033598; GO:0042752; GO:0043153; GO:0043353; GO:0045475; GO:0045578; GO:0045600; GO:0045648; GO:0045651; GO:0045664; GO:0045668; GO:0045777; GO:0045787; GO:0045892; GO:0045893; GO:0046983; GO:0048468; GO:0048469; GO:0048535; GO:0048541; GO:0048557; GO:0048661; GO:0048663; GO:0048667; GO:0048708; GO:0048709; GO:0048711; GO:0048715; GO:0050872; GO:0051148; GO:0060612; GO:0060749; GO:0061030; GO:0061031; GO:0061629; GO:0071285; GO:0071542; GO:0090398; GO:0140416; GO:1904339; GO:1904797; GO:2000177
g679	Q5R5U3	GO:0003677; GO:0005634; GO:0046872
g674	P09324	GO:0001784; GO:0004715; GO:0005102; GO:0005524; GO:0005794; GO:0005813; GO:0005829; GO:0005886; GO:0007169; GO:0019899; GO:0030154; GO:0044325; GO:0045087
g675	Q5YLG1	GO:0005576; GO:0008810; GO:0030245; GO:0030248
g673	NA	NA
g671	Q14721	GO:0000149; GO:0001508; GO:0005251; GO:0005886; GO:0006904; GO:0007215; GO:0008076; GO:0009986; GO:0010701; GO:0015271; GO:0016324; GO:0016328; GO:0030424; GO:0030425; GO:0031669; GO:0032590; GO:0032809; GO:0033605; GO:0042383; GO:0042593; GO:0043204; GO:0044325; GO:0045163; GO:0045211; GO:0045956; GO:0046676; GO:0046982; GO:0048471; GO:0048678; GO:0051260; GO:0071277; GO:0071333; GO:0071805; GO:0072659; GO:0090314; GO:0097623; GO:0098900; GO:0098981; GO:0099634; GO:1900454; GO:1902065; GO:1990635; GO:2000671
g1931	P35590	GO:0001525; GO:0001570; GO:0001701; GO:0001936; GO:0003180; GO:0004714; GO:0005524; GO:0005886; GO:0007165; GO:0007498; GO:0016525; GO:0030336; GO:0032526; GO:0043235; GO:0045026; GO:0045766; GO:0048771; GO:0060836; GO:0060854; GO:1901201
g20239	NA	NA
g20232	Q0VCM2	GO:0016020; GO:0030133
g16772	Q9VVH9	GO:0002164; GO:0005886; GO:0006811; GO:0015347; GO:0016323; GO:0022804; GO:0022857; GO:0035076; GO:0043229; GO:0043252
g16773	Q92959	GO:0005319; GO:0005764; GO:0005886; GO:0006869; GO:0009925; GO:0015132; GO:0015347; GO:0015732; GO:0016020; GO:0016323; GO:0043252
g12470	Q49AM3	
g12473	Q9W735	GO:0005783; GO:0005793; GO:0005886; GO:0005902; GO:0005929; GO:0009986; GO:0015485; GO:0016324; GO:0031528; GO:0071914
g3509	A0NLY7	GO:0004061; GO:0016812; GO:0019441; GO:0030145
g3506	Q8BMT9	GO:0000139; GO:0005525; GO:0005783; GO:0005789; GO:0005794; GO:0007224; GO:0016409; GO:0018009
g3507	NA	NA
g12296	Q05961	GO:0001730; GO:0003725; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005783; GO:0005829; GO:0006006; GO:0009615; GO:0016020; GO:0032728; GO:0032760; GO:0034138; GO:0034142; GO:0035458; GO:0042593; GO:0043129; GO:0045071; GO:0045087; GO:0046872; GO:0051607; GO:0060339; GO:0070106; GO:0071639; GO:0071659; GO:2000342
g21796	P63245	GO:0001649; GO:0001891; GO:0001934; GO:0005080; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006412; GO:0007205; GO:0007369; GO:0008047; GO:0008200; GO:0008656; GO:0010629; GO:0015935; GO:0016020; GO:0016567; GO:0017148; GO:0019899; GO:0019903; GO:0030178; GO:0030292; GO:0030308; GO:0030332; GO:0030335; GO:0030425; GO:0030496; GO:0030971; GO:0031334; GO:0032436; GO:0032880; GO:0033137; GO:0035591; GO:0042169; GO:0042803; GO:0042998; GO:0043005; GO:0043022; GO:0043025; GO:0043065; GO:0043204; GO:0043473; GO:0043547; GO:0044297; GO:0045182; GO:0045879; GO:0048471; GO:0048511; GO:0050765; GO:0051302; GO:0051434; GO:0051726; GO:0051898; GO:0051901; GO:0071333; GO:0071363; GO:0072344; GO:0106070; GO:1903076; GO:1903751; GO:1990630; GO:2000114; GO:2000543; GO:2001244
g2733	D3YXG0	GO:0005509; GO:0005576; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007156; GO:0007157; GO:0009617; GO:0030036; GO:0030054; GO:0032154; GO:0051301; GO:0062023; GO:0071711
g21792	P20072	GO:0001786; GO:0005509; GO:0005544; GO:0005634; GO:0005737; GO:0005886; GO:0012506; GO:0042584
g21790	Q9H251	GO:0001917; GO:0005509; GO:0005813; GO:0006816; GO:0007156; GO:0007601; GO:0007605; GO:0007626; GO:0008013; GO:0016020; GO:0016339; GO:0016342; GO:0016477; GO:0031175; GO:0032420; GO:0032426; GO:0045296; GO:0045494; GO:0050953; GO:0050957; GO:0051480; GO:0060088; GO:0060091; GO:0090102; GO:0098683; GO:0098684; GO:0098742
g2735	NA	NA
g14190	Q1JQE6	GO:0005783; GO:0005886; GO:0006805; GO:0016042; GO:0017171; GO:0042301; GO:0046485; GO:0047378
g14191	Q7M370	GO:0004806; GO:0005789; GO:0006629; GO:0019213
g14199	O62763	GO:0003990; GO:0005615; GO:0005886; GO:0006581; GO:0019695; GO:0045202; GO:0098552
g1213	Q9WYJ1	GO:0003941; GO:0004794; GO:0006565; GO:0006567; GO:0009097; GO:0030170
g339	Q40082	GO:0009045; GO:0042732; GO:0046872
g6294	Q9Y2S2	GO:0005829; GO:0006631; GO:0019640; GO:0042803; GO:0050104; GO:0070062; GO:0070403
g6297	Q8JGR4	GO:0002181; GO:0003729; GO:0003735; GO:0022625; GO:0043009
g12336	Q5ZM86	GO:0005737; GO:0031625
g22189	Q95328	GO:0004508; GO:0005506; GO:0005789; GO:0006704; GO:0008202; GO:0016829; GO:0020037; GO:0042446; GO:0042448
g19221	Q9VKV5	GO:0005634; GO:0005682; GO:0022416; GO:0035220; GO:0042060; GO:0048749; GO:0090303
g22180	NA	NA
g22184	Q5RD69	GO:0005509; GO:0005518; GO:0005539; GO:0005615; GO:0030414; GO:0050840
g23854	Q9R1A8	GO:0000139; GO:0010212; GO:0016567; GO:0016607; GO:0031464; GO:0032436; GO:0043161; GO:0046872; GO:0061630
g23853	Q9R1A8	GO:0000139; GO:0010212; GO:0016567; GO:0016607; GO:0031464; GO:0032436; GO:0043161; GO:0046872; GO:0061630
g23852	Q96WV6	GO:0000128; GO:0005615; GO:0007165; GO:0009897; GO:0010339; GO:0048018; GO:0098632
g22456	NA	NA
g22457	Q8WUA4	GO:0000127; GO:0000995; GO:0005654; GO:0006383; GO:0042791; GO:0042797
g8339	Q6DFB8	GO:0000791; GO:0005634; GO:0005737; GO:0006401; GO:0055087
g8330	O15973	GO:0005886; GO:0007601; GO:0007602; GO:0008020; GO:0071482
g8332	O15973	GO:0005886; GO:0007601; GO:0007602; GO:0008020; GO:0071482
g9844	NA	NA
g20742	Q6PHU5	GO:0001503; GO:0005764; GO:0005765; GO:0005769; GO:0005789; GO:0005794; GO:0005829; GO:0005886; GO:0005905; GO:0006622; GO:0006895; GO:0006897; GO:0007218; GO:0008333; GO:0008625; GO:0009986; GO:0010008; GO:0010465; GO:0010468; GO:0014902; GO:0016020; GO:0016050; GO:0019899; GO:0030140; GO:0030379; GO:0030425; GO:0030659; GO:0031965; GO:0032509; GO:0032580; GO:0032868; GO:0043025; GO:0045599; GO:0046323; GO:0048011; GO:0048227; GO:0048406; GO:0048471; GO:0090160; GO:0099558; GO:0150053; GO:1904037; GO:1905394
g20747	Q3MHX1	GO:0031410; GO:0033209; GO:0045892; GO:0051059
g20748	P56652	GO:0004867; GO:0005576; GO:0030212
g20749	Q9GLY5	GO:0004867; GO:0005576; GO:0030212
g24056	NA	NA
g24057	NA	NA
g24055	NA	NA
g24058	Q3KRD0	GO:0003676; GO:0004815; GO:0005524; GO:0005654; GO:0005739; GO:0005759; GO:0006422; GO:0031966; GO:0042803; GO:0043039; GO:0050560; GO:0070145
g9064	Q8UW19	GO:0002181; GO:0003735; GO:0022625
g3746	Q5UR46	GO:0016020; GO:0016042; GO:0016787
g22843	Q1LZI2	GO:0015888; GO:0016020
g22840	NA	NA
g12909	Q9W676	GO:0000122; GO:0005634; GO:0005667; GO:0007399; GO:0030274; GO:0045944
g12908	Q9BUD6	GO:0001530; GO:0002448; GO:0003823; GO:0007155; GO:0008228; GO:0031012; GO:0032755; GO:0032760; GO:0043152; GO:0045087; GO:0046872; GO:0050832; GO:0051607; GO:0060907; GO:0070062; GO:0071222
g12905	NA	NA
g12907	Q9VGY6	GO:0005634; GO:0005700; GO:0005730; GO:0005737; GO:0005819; GO:0005874; GO:0006997; GO:0051225; GO:0051301; GO:0051321
g12900	Q8CGS4	GO:0000421; GO:0000776; GO:0000815; GO:0001778; GO:0005546; GO:0005643; GO:0005765; GO:0005769; GO:0005770; GO:0005771; GO:0005828; GO:0005829; GO:0005886; GO:0006914; GO:0006997; GO:0007080; GO:0008333; GO:0010824; GO:0015031; GO:0030496; GO:0031210; GO:0031410; GO:0031468; GO:0032467; GO:0032509; GO:0032585; GO:0039702; GO:0043162; GO:0044790; GO:0045324; GO:0046761; GO:0051036; GO:0051258; GO:0061763; GO:0061952; GO:0071985; GO:0097352; GO:0140678; GO:1901673; GO:1902774; GO:1904930; GO:1990381; GO:2000641
g12902	C3YWU0	GO:0004560; GO:0005576; GO:0005764; GO:0006004; GO:0016139
g5379	Q9Y385	GO:0000209; GO:0005524; GO:0005634; GO:0005789; GO:0007286; GO:0010935; GO:0018279; GO:0031625; GO:0032680; GO:0036503; GO:0061631; GO:1904153
g1549	O35870	GO:0000785; GO:0002262; GO:0005829; GO:0006289; GO:0007276; GO:0007281; GO:0019430; GO:0034599; GO:0036297; GO:0043240; GO:0048854; GO:0097150
g9808	Q9VCA2	GO:0006811; GO:0006915; GO:0016020; GO:0022857
g1540	Q01063	GO:0001542; GO:0001934; GO:0002027; GO:0004112; GO:0004114; GO:0004115; GO:0005246; GO:0005634; GO:0005813; GO:0005829; GO:0005891; GO:0006198; GO:0006939; GO:0007613; GO:0008277; GO:0010460; GO:0010880; GO:0014911; GO:0016324; GO:0019899; GO:0019933; GO:0022409; GO:0030016; GO:0030545; GO:0030593; GO:0031698; GO:0032991; GO:0033137; GO:0034704; GO:0034705; GO:0035264; GO:0043949; GO:0044325; GO:0045822; GO:0046872; GO:0047555; GO:0048471; GO:0048661; GO:0051117; GO:0061028; GO:0065003; GO:0071222; GO:0071320; GO:0071372; GO:0071872; GO:0071875; GO:0086004; GO:1901844; GO:1901898; GO:1902514; GO:1990266
g11762	NA	NA
g19376	Q7TNF8	GO:0005739; GO:0030156; GO:0044305; GO:0046928; GO:0098978; GO:0099626
g10414	Q32NH8	GO:0004435; GO:0005509; GO:0005634; GO:0005783; GO:0016020; GO:0016042; GO:0035556
g13261	Q3SYV9	GO:0000287; GO:0004553; GO:0004649; GO:0005634; GO:0005739; GO:0005759; GO:0006281; GO:0060546; GO:0061463; GO:0090734; GO:0140290; GO:0140292
g13269	Q5EBF1	GO:0005524; GO:0005829; GO:0008253; GO:0042802; GO:0046037; GO:0046040; GO:0046054; GO:0046872; GO:0050146; GO:0050483; GO:0050484; GO:0106411
g13190	Q9WU25	GO:0001996; GO:0004937; GO:0005634; GO:0005737; GO:0005886; GO:0005901; GO:0007200; GO:0007204; GO:0007267; GO:0031965; GO:0043410; GO:0045907; GO:0046982; GO:0055117; GO:0071880
g13193	Q0VD26	GO:0005737; GO:0032426; GO:0032433; GO:0042995; GO:0048678
g13197	NA	NA
g13196	Q8BGC3	GO:0005308; GO:0005886; GO:0008028; GO:0015292; GO:0015881; GO:0016323; GO:0046449
g16922	A6NE02	GO:0005576; GO:0005886; GO:0009615; GO:0045071
g16921	Q8LEV3	GO:0016567
g16928	Q62867	GO:0005615; GO:0005764; GO:0005773; GO:0009410; GO:0010043; GO:0032868; GO:0034722; GO:0042470; GO:0045471; GO:0046900
