"","uniprot_accession"
"4694","Q8IZU9"
"4695","Q7ZXX1"
"4696","Q7ZXX1"
"4697","Q9VBW3"
"4698","Q9VBW3"
"4699","P18433"
"4700","Q9VBW3"
"4701","Q7TSU7"
"4702","Q8K0F1"
"4703","P22682"
"4704","P22682"
"4705","Q08DJ7"
"4706","Q5XGG3"
"4707","Q80TR1"
"4708","Q923G2"
"4709","Q923G2"
"4710","B6LI37"
"4711","Q7TQA3"
"4712","Q9MYM7"
"4713","O54853"
"4714","Q8BGG7"
"4715","O75310"
"4716","Q6K1J1"
"4717","O75310"
"4718","Q924U5"
"4719","O77649"
"4720","P40855"
"4721","Q5ZIJ0"
"4722","Q6P4S6"
"4723","Q6P4S6"
"4724","P71590"
"4725","Q5BJX1"
"4726","Q9H0K1"
"4727","Q16880"
"4728","Q6K1J1"
"4729","Q32NT4"
"4730","Q6ZUT1"
"4731","Q12841"
"4732","Q8UVJ6"
"4733","Q66KC4"
"4734","Q8TAA9"
"4735","O35386"
"4736","Q4G078"
"4737","Q9YH85"
"4738","Q4G078"
"4739","Q9YH85"
"4740","Q4G078"
"4741","Q8JZM8"
"4742","B3EWY9"
"4743","P69527"
"4744","P35555"
"4745","P35555"
"4746","Q5RFH0"
"4747","Q9HBU1"
"4748","P56719"
"4749","A2VDQ7"
"4750","A5PKG6"
"4751","Q8T674"
"4752","A2AJ76"
"4753","Q9TZH6"
"4754","O95490"
"4755","Q60HE6"
"4756","A4IFW2"
"4757","Q9VBW3"
"4758","A2ASS6"
"4759","Q8WZ42"
"4760","O75899"
"4761","Q6PBI5"
"4762","Q96MT7"
"4763","F1QHM7"
"4764","Q61070"
"4765","Q9Y2M2"
"4766","Q6GNQ1"
"4767","O44252"
"4768","Q9Y4L1"
"4769","Q7ZUW2"
"4770","Q9QXF7"
"4771","Q4V8D1"
"4772","Q86WV5"
"4773","Q9Z2F6"
"4774","Q63665"
"4775","O57429"
"4776","O57429"
"4777","O75636"
"4778","Q9NZN5"
"4779","Q9NZN5"
"4780","Q9NZN5"
"4781","Q9NZN5"
"4782","Q75Q39"
"4783","Q9NYG2"
"4784","Q2YDR3"
"4785","Q5ZLR1"
"4786","Q6X936"
"4787","Q32LJ3"
"4788","Q0V8M0"
"4789","Q90268"
"4790","Q90268"
"4791","Q9VBW3"
"4792","Q6P825"
"4793","Q62384"
"4794","O05527"
"4795","Q3KR37"
"4796","Q5RC33"
"4797","Q5RC33"
"4798","Q6DRJ4"
"4799","A7MBP4"
"4800","P0DSP1"
"4801","Q9FXA7"
"4802","Q9FXA7"
"4803","E1BD59"
"4804","E1BD59"
"4805","Q6QI68"
"4806","A1A4K8"
"4807","Q21565"
"4808","Q68DE3"
"4809","Q9DBG7"
"4810","P56819"
"4811","P54823"
"4812","Q178A5"
"4813","Q5H8A4"
"4814","Q66IH2"
"4815","Q9H4G4"
"4816","O70628"
"4817","Q9D404"
"4818","Q00808"
"4819","A2AJ76"
"4820","Q9UGM3"
"4821","O75095"
"4822","O75095"
"4823","P14198"
"4824","Q5H8A4"
"4825","Q2T9R6"
"4826","P27577"
"4827","Q90837"
"4828","Q90837"
"4829","Q01414"
"4830","O75343"
"4831","F1NY98"
"4832","Q0E9H9"
"4833","Q96J84"
"4834","Q9NYK5"
"4835","Q32LN4"
"4836","P53804"
"4837","P53804"
"4838","O88196"
"4839","A0A1L8EYB2"
"4840","A0A1L8EYB2"
"4841","Q6ZW76"
"4842","Q6ZW76"
"4843","P18321"
"4844","Q5H8A4"
"4845","P51175"
"4846","P60882"
"4847","P60882"
"4848","P60882"
"4849","Q80VI1"
"4850","Q4V8D1"
"4851","Q8C9M2"
"4852","Q5U239"
"4853","Q5U239"
"4854","O75899"
"4855","O75899"
"4856","Q62849"
"4857","O75899"
"4858","Q9WV18"
"4859","Q96GN5"
"4860","Q96GN5"
"4861","Q8N371"
"4862","P19356"
"4863","Q5T447"
"4864","P53619"
"4865","Q6DCX5"
"4866","Q8BR86"
"4867","O60500"
"4868","Q9BRP7"
"4869","Q3UY23"
"4870","Q4ZIN3"
"4871","P17074"
"4872","Q7ZZ00"
"4873","Q6VTH5"
"4874","Q9JJA2"
"4875","A0A1W2PQ73"
"4876","Q9Y426"
"4877","E9Q3C1"
"4878","Q6AXK4"
"4879","Q9H3H5"
"4880","Q5F3L3"
"4881","P11475"
"4882","Q8WY36"
"4883","Q8TC21"
"4884","Q9HBK9"
"4885","E3TDS3"
"4886","Q8IX30"
"4887","Q4LDE5"
"4888","P36425"
"4889","Q00725"
"4890","Q92673"
"4891","Q92673"
"4892","Q5R9J9"
"4893","Q6GPD0"
"4894","Q6GPD0"
"4895","P54310"
"4896","Q5U318"
"4897","Q9UKI9"
"4898","Q9UKI9"
"4899","Q9UKI9"
"4900","Q28BL7"
"4901","Q99973"
"4902","Q63787"
"4903","Q3UPY5"
"4904","A6QNK1"
"4905","F1SR90"
"4906","P20749"
"4907","A8KB59"
"4908","P38117"
"4909","Q4R7L3"
"4910","B9S2H4"
"4911","Q63787"
"4912","O92815"
"4913","Q94K98"
"4914","A0A0K3AWM6"
"4915","Q8K4C8"
"4916","P02707"
"4917","P0C930"
"4918","P02707"
"4919","Q63060"
"4920","B9SLR1"
"4921","P35556"
"4922","P35556"
"4923","Q4R6T3"
"4924","Q8IWA4"
"4925","Q8IWA4"
"4926","O18412"
"4927","Q811U4"
"4928","Q810T5"
"4929","Q810T5"
"4930","Q9UL62"
"4931","Q9VJJ7"
"4932","Q9C040"
"4933","P19813"
"4934","P83565"
"4935","Q95KD7"
"4936","Q8NCU4"
"4937","Q5I0K5"
"4938","Q6PE15"
"4939","B0BN95"
"4940","Q9H892"
"4941","Q9UPN9"
"4942","Q9UPN9"
"4943","Q5QD12"
"4944","Q95135"
"4945","P31597"
"4946","Q98919"
"4947","P70505"
"4948","P14530"
"4949","Q5XUW8"
"4950","Q0II91"
"4951","P11976"
"4952","P18887"
"4953","Q9R008"
"4954","Q1WG82"
"4955","P04630"
"4956","O15374"
"4957","P0C6X4"
"4958","Q9HCK4"
"4959","O44997"
"4960","Q9Z139"
"4961","P40873"
"4962","Q9HCK4"
"4963","Q9HCK4"
"4964","Q9HCK4"
"4965","Q9NXL6"
"4966","Q9NXL6"
"4967","P54612"
"4968","Q9NXK8"
"4969","Q24152"
"4970","P70097"
"4971","Q924A2"
"4972","Q924A2"
"4973","Q95SX7"
"4974","Q95SX7"
"4975","Q4R5Y0"
"4976","O35162"
"4977","A0A2R8QPS5"
"4978","A0A2R8QPS5"
"4979","Q95LM1"
"4980","Q7TS63"
"4981","Q8BRC6"
"4982","Q95LR0"
"4983","A5PJF4"
"4984","Q5R6L1"
"4985","Q5R6L1"
"4986","Q92542"
"4987","Q7TSQ8"
"4988","Q8NCN5"
"4989","Q91XQ0"
"4990","P57071"
"4991","Q9CR00"
"4992","Q15102"
"4993","Q6NUB3"
"4994","P13607"
"4995","Q5PQJ7"
"4996","Q9Z0S9"
"4997","P00687"
"4998","Q588U8"
"4999","Q0VD42"
"5000","Q1LXV8"
"5001","Q3TYE7"
"5002","Q6ZRR5"
"5003","P70490"
"5004","P25100"
"5005","H2N0D4"
"5006","P70490"
"5007","O75899"
"5008","O75899"
"5009","P14381"
"5010","O75899"
"5011","O75899"
"5012","H2N0D4"
"5013","G5ECB2"
"5014","O75899"
"5015","O75899"
"5016","O75899"
"5017","P70490"
"5018","Q9Z1L4"
"5019","P00687"
"5020","Q5M7W7"
"5021","D0Z9R0"
"5022","Q5EA95"
"5023","P19217"
"5024","A6NGN9"
"5025","Q8AVC3"
"5026","P79385"
"5027","Q06194"
"5028","P70490"
"5029","Q5PPS7"
"5030","Q8BR86"
"5031","Q80W68"
"5032","Q9WV18"
"5033","Q6P4R8"
"5034","P26599"
"5035","Q6DFI2"
"5036","A1A4I1"
"5037","P51521"
"5038","G5EDU6"
"5039","Q3C1V8"
"5040","Q9Z118"
"5041","Q39565"
"5042","Q39565"
"5043","Q39565"
"5044","F1SC07"
"5045","F1SC07"
"5046","Q39610"
"5047","Q02576"
"5048","Q64221"
"5049","Q0KHY3"
"5050","Q9Z118"
"5051","Q9DBX3"
"5052","O08523"
"5053","Q9DBX3"
"5054","Q5ZI69"
"5055","Q91757"
"5056","Q8N0U7"
"5057","Q9JIS4"
"5058","Q9QY66"
"5059","Q641Y2"
"5060","Q90Z04"
"5061","P22455"
"5062","Q24372"
"5063","Q9UN81"
"5064","Q9VBW3"
"5065","Q6ZSM3"
"5066","Q9HAR2"
"5067","Q9VBW3"
"5068","Q9HAR2"
"5069","Q9VBW3"
"5070","Q24488"
"5071","Q62689"
"5072","P18101"
"5073","P45844"
"5074","D3ZCM3"
"5075","Q02356"
"5076","Q02356"
"5077","Q02356"
"5078","A1YG88"
"5079","B5X1G3"
"5080","Q9UHP3"
"5081","Q9UHP3"
"5082","P22648"
"5083","P13590"
"5084","P56182"
"5085","O35075"
"5086","P50516"
"5087","Q9NHD5"
"5088","Q9UL62"
"5089","Q9QX29"
"5090","Q9QX29"
"5091","O14757"
"5092","Q9VBW3"
"5093","Q9VBW3"
"5094","Q9VBW3"
"5095","Q80Z71"
"5096","Q9VBW3"
"5097","Q9VBW3"
"5098","Q06BR2"
"5099","Q10651"
"5100","Q68CR1"
"5101","E1BD59"
"5102","Q56R14"
"5103","Q68CR1"
"5104","Q68CR1"
"5105","Q9HAR2"
"5106","Q6QNK2"
"5107","O15394"
"5108","Q69FH1"
"5109","Q56EB0"
"5110","Q9VBW3"
"5111","Q69FH1"
"5112","P0C930"
"5113","P49301"
"5114","P0C930"
"5115","Q5PQS6"
"5116","B5X165"
"5117","B5X165"
"5118","P49618"
"5119","E1BD59"
"5120","Q06546"
"5121","Q8BX09"
"5122","O18638"
"5123","P47955"
"5124","Q6ZSM3"
"5125","P31646"
"5126","Q5U2M6"
"5127","P02721"
"5128","Q02960"
"5129","Q09575"
"5130","O75899"
"5131","Q07864"
"5132","Q07864"
"5133","Q07864"
"5134","Q9WVF7"
"5135","Q9PTN2"
"5136","Q63504"
"5137","Q9UJM8"
"5138","Q8R034"
"5139","P02269"
"5140","Q9BQA5"
"5141","C4LVG4"
"5142","R9UTQ8"
"5143","Q9ZSK2"
"5144","Q4I963"
"5145","Q56A55"
"5146","Q69D48"
"5147","O62809"
"5148","P56719"
"5149","Q9D8P4"
"5150","Q8JG30"
"5151","E9PZ19"
"5152","Q91WR3"
"5153","Q66KL9"
"5154","O75845"
"5155","P40564"
"5156","Q9DBG9"
"5157","P05332"
"5158","O94927"
"5159","O00303"
"5160","A7RR34"
"5161","P46530"
"5162","P46530"
"5163","Q04721"
"5164","Q9IBG7"
"5165","Q08D62"
"5166","Q6XP49"
"5167","Q3UA37"
"5168","Q6ZT98"
"5169","Q8I7P9"
"5170","P20825"
"5171","Q99437"
"5172","O75132"
"5173","Q03278"
"5174","Q8BJ52"
"5175","P78560"
"5176","Q04202"
"5177","Q8BFZ2"
"5178","P03934"
"5179","Q04202"
"5180","Q96KV7"
"5181","A0JP70"
"5182","A0JP70"
"5183","Q99M80"
"5184","A6QLU6"
"5185","Q09575"
"5186","Q06807"
"5187","P23471"
"5188","Q06805"
"5189","P18031"
"5190","Q9H5L6"
"5191","Q9H5L6"
"5192","Q9ULL4"
"5193","Q9ULL4"
"5194","Q9HCM2"
"5195","C9JJ37"
"5196","P21328"
"5197","Q6ZPG2"
"5198","Q96KV7"
"5199","A0JP70"
"5200","Q8CJ12"
"5201","Q9N298"
"5202","O50655"
"5203","Q96KV7"
"5204","Q95SX7"
"5205","A0JP70"
"5206","A0JP70"
"5207","A0JP70"
"5208","Q96KV7"
"5209","Q99P21"
"5210","P10079"
"5211","P07207"
"5212","P07207"
"5213","Q6DRC5"
"5214","P10079"
"5215","Q3V096"
"5216","Q07192"
"5217","Q8R481"
"5218","G5EG78"
"5219","Q9D8W5"
"5220","Q96GM8"
"5221","Q53FZ2"
"5222","Q8IYS1"
"5223","A3KG59"
"5224","A3KG59"
"5225","Q5PNP1"
"5226","Q5PNP1"
"5227","Q17QR8"
"5228","Q8QGX4"
"5229","Q8QGX4"
"5230","P49321"
"5231","Q9DEI1"
"5232","Q7YR75"
"5233","Q9UKN7"
"5234","Q9UKN7"
"5235","Q9QZZ4"
"5236","Q9UKN7"
"5237","Q9UKN7"
"5238","Q5PQN5"
"5239","Q6PC91"
"5240","Q922Y2"
"5241","Q2KIA4"
"5242","Q2KIB3"
"5243","Q9UIG8"
"5244","Q9UIG8"
"5245","Q5QQ57"
"5246","Q5QQ57"
"5247","Q66JJ3"
"5248","Q66JJ3"
"5249","Q6GV29"
"5250","Q17Q97"
"5251","Q5HZV9"
"5252","P10079"
"5253","Q8BWQ6"
"5254","Q9WU25"
"5255","Q9UBX3"
"5256","Q9R1R2"
"5257","Q7TSN4"
"5258","Q5SVZ6"
"5259","Q4W5Z4"
"5260","O18806"
"5261","Q6SPF0"
"5262","Q6NVU2"
"5263","Q1LV50"
"5264","Q8AXX8"
"5265","Q6P6S2"
"5266","Q803V5"
"5267","Q9D0P8"
"5268","Q5R6R5"
"5269","Q6NV34"
"5270","Q9D3R3"
"5271","Q8WYB5"
"5272","Q6PJ21"
"5273","Q8IWF2"
"5274","Q28658"
"5275","F5H4B4"
"5276","F5H4B4"
"5277","Q96RY7"
"5278","E9PY46"
"5279","E9PY46"
"5280","E9PY46"
"5281","E9PY46"
"5282","Q8MJK1"
"5283","A6QPI6"
"5284","P33095"
"5285","O76536"
"5286","A2RUV9"
"5287","A7MCS3"
"5288","Q9DBY5"
"5289","A2RTY3"
"5290","O70497"
"5291","Q8IUX7"
"5292","A2RUV9"
"5293","Q9Z100"
"5294","P21956"
"5295","P21956"
"5296","B7ZCC9"
"5297","O76536"
"5298","O95490"
"5299","Q58DC0"
"5300","Q8CJ11"
"5301","Q8CJ11"
"5302","Q8CJ11"
"5303","Q8CJ11"
"5304","Q8R1Q3"
"5305","Q5ZQU0"
"5306","Q7ZTM9"
"5307","Q6AYK8"
"5308","Q8CJ11"
"5309","Q8TER0"
"5310","Q8TER0"
"5311","Q8TER0"
"5312","B7ZCC9"
"5313","Q8TER0"
"5314","Q8VHW8"
"5315","Q9U8W7"
"5316","Q9H583"
"5317","P98074"
"5318","P10079"
"5319","P10079"
"5320","P07207"
"5321","O42430"
"5322","O42430"
"5323","O42430"
"5324","P42126"
"5325","P23965"
"5326","P42125"
"5327","Q9H583"
"5328","P42125"
"5329","Q32L83"
"5330","Q32L83"
"5331","A0JP70"
"5332","A0JP70"
"5333","A0JP70"
"5334","P62994"
"5335","Q92859"
"5336","Q60631"
"5337","O14981"
"5338","Q9D9S1"
"5339","Q12767"
"5340","Q498Z6"
"5341","Q9JMK2"
"5342","Q5ZLL1"
"5343","J3S6Y1"
"5344","P56404"
"5345","Q03468"
"5346","Q56FC8"
"5347","G3M4F8"
"5348","A0A1B0GVX0"
"5349","P04047"
"5350","Q9CR92"
"5351","O70201"
"5352","B2GV72"
"5353","B2GV72"
"5354","Q0VA03"
"5355","Q9BUU2"
"5356","Q8BS45"
"5357","Q8BS45"
"5358","Q86VE3"
"5359","Q566Y9"
"5360","Q566Y9"
"5361","O60669"
"5362","Q8NFG4"
"5363","Q8NDV1"
"5364","Q9H4F1"
"5365","Q7Z442"
"5366","Q9UGM3"
"5367","P14604"
"5368","Q5R7W0"
"5369","Q5ZL16"
"5370","Q13231"
"5371","Q13231"
"5372","Q9UGM3"
"5373","O96530"
"5374","C6KFA3"
"5375","Q22795"
"5376","Q22795"
"5377","Q008X1"
"5378","O76536"
"5379","O76536"
"5380","Q80T32"
"5381","Q5R1W5"
"5382","Q5F364"
"5383","Q9UBW7"
"5384","O15438"
"5385","Q28298"
"5386","Q9NQZ8"
"5387","O43345"
"5388","Q5F364"
"5389","O14562"
"5390","O14562"
"5391","Q24K03"
"5392","Q28298"
"5393","Q59DX8"
"5394","Q7RTU9"
"5395","P04761"
"5396","Q8I7P9"
"5397","Q9U7D5"
"5398","Q9N2D9"
"5399","P51799"
"5400","Q01850"
"5401","Q9NB31"
"5402","Q9BUH6"
"5403","Q96DM1"
"5404","H3BNL8"
"5405","A4IG61"
"5406","Q5RA76"
"5407","Q6GQ81"
"5408","F8WK50"
"5409","Q9BTV6"
"5410","Q0R4F1"
"5411","F1QAM1"
"5412","P54922"
"5413","P54922"
"5414","Q95108"
"5415","Q6DI40"
"5416","Q90YS3"
"5417","Q8IV36"
"5418","Q8IV36"
"5419","U3JAG9"
"5420","Q8K0V4"
"5421","Q8K0V4"
"5422","Q8K0V4"
"5423","Q8K0V4"
"5424","Q60414"
"5425","F8J2D3"
"5426","Q62170"
"5427","Q62170"
"5428","Q9JI69"
"5429","Q5ZIE8"
"5430","B1AK53"
"5431","P0C1H5"
"5432","P58873"
"5433","P58872"
"5434","P22845"
"5435","P29506"
"5436","O08934"
"5437","Q9PVX0"
"5438","P21265"
"5439","Q949P2"
"5440","Q17QQ2"
"5441","Q5RDD2"
"5442","E7FC72"
"5443","E7FC72"
"5444","Q14344"
"5445","Q1LZ96"
"5446","Q9CPY6"
"5447","Q2M2S2"
"5448","Q9XUE6"
"5449","Q63430"
"5450","P34975"
"5451","P30937"
"5452","Q5ZHY5"
"5453","O05218"
"5454","Q5MJ12"
"5455","P21329"
"5456","Q03110"
"5457","Q9Y535"
"5458","Q8WPD0"
"5459","P53817"
"5460","Q06507"
"5461","Q9C0B0"
"5462","Q9C0B0"
"5463","Q9C0B0"
"5464","B5DF45"
"5465","Q1ECT8"
"5466","Q13472"
"5467","Q13472"
"5468","Q8IY84"
"5469","B9EKI3"
"5470","P13620"
"5471","C3Z724"
"5472","Q9ULH7"
"5473","Q5R9G1"
"5474","Q2TA38"
"5475","Q9DCS9"
"5476","P27659"
"5477","P27659"
"5478","Q7ZWX9"
"5479","Q9CZK6"
"5480","Q58EA2"
"5481","Q4R4J0"
"5482","Q9TU03"
"5483","Q17770"
"5484","P84185"
"5485","B2GUN4"
"5486","B2GUN4"
"5487","Q7SXI6"
"5488","Q6P7A9"
"5489","P70699"
"5490","P70699"
"5491","P70699"
"5492","Q501J6"
"5493","Q501J6"
"5494","Q501J6"
"5495","Q5R7A2"
"5496","Q9JHS3"
"5497","A2AIV8"
"5498","Q96DM1"
"5499","P20004"
"5500","Q1JPB9"
"5501","Q8C3R1"
"5502","Q8BFY6"
"5503","Q96D21"
"5504","Q6ZQT0"
"5505","Q8N8E3"
"5506","Q5PR68"
"5507","Q3UIA2"
"5508","Q68EM7"
"5509","Q5XGE0"
"5510","Q9QZU7"
"5511","Q5NVM3"
"5512","A2RUV0"
"5513","B6VQA1"
"5514","Q9Z254"
"5515","Q9Y3A4"
"5516","Q96N11"
"5517","O35548"
"5518","Q9CWG1"
"5519","Q6UWM5"
"5520","O77656"
"5521","O77656"
"5522","P13943"
"5523","Q66HE2"
"5524","Q9Z254"
"5525","Q9R0S2"
"5526","Q6P1R4"
"5527","Q6P1R4"
"5528","P43141"
"5529","Q5I012"
"5530","Q5RC98"
"5531","Q9HBR0"
"5532","Q6PKC3"
"5533","Q8K2W3"
"5534","A4FUW8"
"5535","Q05913"
"5536","P49285"
"5537","Q5R8W6"
"5538","O54983"
"5539","F4I507"
"5540","Q9LXB8"
"5541","P60670"
"5542","Q9VBP9"
"5543","Q05913"
"5544","Q8BW66"
"5545","P0DN09"
"5546","B2RS91"
"5547","Q03279"
"5548","A0A1I9LN01"
"5549","P28285"
"5550","Q09388"
"5551","P97288"
"5552","Q32L83"
"5553","Q7Z6L1"
"5554","Q7Z6L1"
"5555","A0A1I9LN01"
"5556","Q922B6"
"5557","P04927"
"5558","Q54IT3"
"5559","Q5R454"
"5560","A7RJI7"
"5561","Q54IT3"
"5562","Q8IZJ3"
"5563","A0A1I9LN01"
"5564","Q9NVU0"
"5565","Q14197"
"5566","Q6PHN1"
"5567","P97259"
"5568","P97259"
"5569","Q32L83"
"5570","O43299"
"5571","Q16960"
"5572","Q09YH8"
"5573","Q6NRG6"
"5574","Q07E49"
"5575","Q00PJ9"
"5576","Q9VVH9"
"5577","Q92959"
"5578","O75689"
"5579","O75689"
"5580","A7SLC8"
"5581","Q9W107"
"5582","Q4G0X9"
"5583","P13623"
"5584","Q8TBP0"
"5585","Q9Y140"
"5586","A6H8I0"
"5587","Q9C0C9"
"5588","Q6ZPJ3"
"5589","Q924Z6"
"5590","Q9D4I2"
"5591","P24733"
"5592","F1PT61"
"5593","B1H1H3"
"5594","Q9QZS6"
"5595","Q80VP1"
"5596","Q1D823"
"5597","Q9EPT5"
"5598","Q3T122"
"5599","Q86WJ1"
"5600","Q8AXY6"
"5601","Q8BVV7"
"5602","Q96GE4"
"5603","Q923D5"
"5604","F1R8Z9"
"5605","B3EWZ3"
"5606","O73791"
"5607","P51688"
"5608","P51688"
"5609","P51688"
"5610","Q4V832"
"5611","P56134"
"5612","Q96Q15"
"5613","Q8BKX6"
"5614","A4IFW2"
"5615","Q99447"
"5616","A8MT69"
"5617","Q8N122"
"5618","Q8K4Q0"
"5619","Q9UI43"
"5620","Q8GME2"
"5621","Q1T7B9"
"5622","Q99M80"
"5623","Q645M6"
"5624","Q06806"
"5625","A0A1B0GUU1"
"5626","Q08431"
"5627","O75636"
"5628","Q5ZL79"
"5629","O73791"
"5630","P97819"
"5631","Q96DM1"
"5632","Q96DM1"
"5633","O14522"
"5634","Q0P5C0"
"5635","P0DOY1"
"5636","O88843"
"5637","Q8NFI3"
"5638","P70236"
"5639","Q6GPA5"
"5640","C8YR32"
"5641","Q01484"
"5642","A6H8I2"
"5643","P19375"
"5644","O61374"
"5645","Q49B96"
"5646","Q02763"
"5647","Q4KM51"
"5648","A8Y5H7"
"5649","Q8NCG7"
"5650","Q7T076"
"5651","Q7T076"
"5652","P0CW27"
"5653","Q10002"
"5654","Q8BJQ2"
"5655","Q8BJQ2"
"5656","A4IHR1"
"5657","Q9UJY5"
"5658","P49815"
"5659","Q9GLP1"
"5660","Q05B79"
"5661","Q28107"
"5662","Q28107"
"5663","Q16992"
"5664","Q9GLP1"
"5665","Q28107"
"5666","Q28107"
"5667","P12259"
"5668","P12259"
"5669","P12259"
"5670","P49816"
"5671","Q5REH1"
"5672","Q5REH1"
"5673","Q5REH1"
"5674","O15229"
"5675","A6NE02"
"5676","A6NE02"
"5677","A6NE02"
"5678","A6NE02"
"5679","A6NE02"
"5680","A6NE02"
"5681","O73791"
"5682","A6NE02"
"5683","Q8LEV3"
"5684","A6NE02"
"5685","Q96RT1"
"5686","Q24524"
"5687","Q6NU40"
"5688","Q6NU40"
"5689","Q08C69"
"5690","Q62867"
"5691","Q7M3K2"
"5692","Q8T6J1"
"5693","Q9Y272"
"5694","Q3TYX8"
"5695","O61231"
"5696","Q8N5I4"
"5697","P27463"
"5698","Q66HF8"
"5699","P27463"
"5700","A2RU67"
"5701","O14522"
"5702","Q01133"
"5703","P48550"
"5704","P52189"
"5705","F1NHE9"
"5706","Q4TZY1"
"5707","Q8TDG4"
"5708","Q9Y383"
"5709","Q575T0"
"5710","Q575T0"
"5711","Q8TAC2"
"5712","A2A8L5"
"5713","P80147"
"5714","P80404"
"5715","P80147"
"5716","Q3UHC0"
"5717","O75832"
"5718","Q8BQ47"
"5719","Q6ZQW0"
"5720","Q3C2C1"
"5721","Q90889"
"5722","Q6PDG8"
"5723","Q14166"
"5724","Q9HAS0"
"5725","B0BMX9"
"5726","B0BMX9"
"5727","Q06248"
"5728","Q06248"
"5729","Q3C2C1"
"5730","P83871"
"5731","P19217"
"5732","Q95JD5"
"5733","Q7SXM7"
"5734","Q75T13"
"5735","Q75T13"
"5736","O95497"
"5737","Q99LI8"
"5738","Q99LI8"
"5739","Q99LI8"
"5740","Q3C2C1"
"5741","Q0P5N6"
"5742","G3C7W6"
"5743","Q7Z6J9"
"5744","Q8C2A2"
"5745","P79945"
"5746","O60303"
"5747","Q7YRK6"
"5748","O14522"
"5749","Q7ZXX2"
"5750","Q495M9"
"5751","Q9UGU0"
"5752","Q61879"
"5753","Q6DHL5"
"5754","Q0D289"
"5755","P59171"
"5756","Q9DBV3"
"5757","P55039"
"5758","Q6NWH5"
"5759","Q9D5E4"
"5760","Q9D5E4"
"5761","P96579"
"5762","A0ZSK3"
"5763","Q3C2C2"
"5764","Q14344"
"5765","Q5ZL55"
"5766","Q58CS8"
"5767","Q92186"
"5768","P61643"
"5769","A3KN95"
"5770","Q3C2C2"
"5771","G3M4F8"
"5772","G3M4F8"
"5773","Q27433"
"5774","P07511"
"5775","Q4G061"
"5776","Q27433"
"5777","Q27433"
"5778","Q27433"
"5779","Q22165"
"5780","Q9Z0Y2"
"5781","Q27433"
"5782","G3M4F8"
"5783","O95639"
"5784","Q9H633"
"5785","Q8CFY5"
"5786","P49013"
"5787","P10079"
"5788","P10079"
"5789","A2VE55"
"5790","Q9DAR0"
"5791","A7RUD5"
"5792","A2VE55"
"5793","B6MFW3"
"5794","Q6P298"
"5795","O08852"
"5796","Q7TN88"
"5797","Q7TN88"
"5798","B6MFW3"
"5799","Q86VS8"
"5800","A2A259"
"5801","Q7TN88"
"5802","A6H782"
"5803","Q5RAM2"
"5804","Q5RAM2"
"5805","Q6QMY5"
"5806","Q86VS8"
"5807","Q28DS3"
"5808","Q8BP07"
"5809","Q6INH1"
"5810","Q8TB05"
"5811","Q7ZXV8"
"5812","A0A0G2K1Q8"
"5813","Q86MA7"
"5814","Q9UPU5"
"5815","Q3U4H6"
"5816","Q3U4H6"
"5817","Q7T2A5"
"5818","Q8HXY0"
"5819","Q13442"
"5820","P56213"
"5821","F1NQJ3"
"5822","Q9UPU5"
"5823","Q9BZE9"
"5824","Q99758"
"5825","O00338"
"5826","Q3T0Y3"
"5827","Q9WUW8"
"5828","O75897"
"5829","O00338"
"5830","O00338"
"5831","O00338"
"5832","P19217"
"5833","P19217"
"5834","Q9UPU5"
"5835","Q99575"
"5836","Q8HXX8"
"5837","O95453"
"5838","Q9QXV1"
"5839","P60889"
"5840","Q14781"
"5841","Q14781"
"5842","Q9QXV1"
"5843","Q7TN88"
"5844","Q66JF3"
"5845","Q9NZS9"
"5846","Q5U4T9"
"5847","Q5U4T9"
"5848","Q9UQ07"
"5849","Q6NXC0"
"5850","Q91ZX1"
"5851","P05452"
"5852","P12842"
"5853","A2APV2"
"5854","Q9M146"
"5855","Q920A5"
"5856","Q9UNK0"
"5857","A4QN59"
"5858","Q90922"
"5859","Q90922"
"5860","Q7JQ32"
"5861","Q07553"
"5862","P82861"
"5863","P04323"
"5864","P04323"
"5865","P10394"
"5866","P50533"
"5867","Q6DFD7"
"5868","Q1WIM1"
"5869","Q9Z2A0"
"5870","Q9Z2A0"
"5871","A5PKG7"
"5872","Q9D6D0"
"5873","Q12788"
"5874","Q2KJJ5"
"5875","P50533"
"5876","Q07E28"
"5877","Q9UPQ7"
"5878","Q9UPQ7"
"5879","Q5BJC4"
"5880","Q96QE3"
"5881","Q96QE3"
"5882","Q9NBX4"
"5883","A7SE07"
"5884","Q8CIQ6"
"5885","Q9UBX8"
"5886","Q54CH1"
"5887","Q29RR0"
"5888","Q6GR34"
"5889","Q99PD4"
"5890","P25325"
"5891","Q06807"
"5892","P97532"
"5893","P02285"
"5894","P02269"
"5895","P69079"
"5896","P62783"
"5897","Q28CA0"
"5898","O94817"
"5899","E1BKF9"
"5900","Q02763"
"5901","O04287"
"5902","O48767"
"5903","Q5XI69"
"5904","Q5R864"
"5905","Q8BTN6"
"5906","Q91175"
"5907","O43808"
"5908","Q9JHN8"
"5909","Q02763"
"5910","Q09575"
"5911","O70348"
"5912","Q9V7A7"
"5913","Q9D5W8"
"5914","O75127"
"5915","Q9XZV3"
"5916","P15305"
"5917","Q99575"
"5918","Q02858"
"5919","O55101"
"5920","Q7JYV2"
"5921","P31319"
