Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCA_032158295.1		Primary Assembly	Un			JASTWB010001333.1	Chromosome			unplaced-scaffold	3793		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001334.1	Chromosome			unplaced-scaffold	3786		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001335.1	Chromosome			unplaced-scaffold	3774		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001336.1	Chromosome			unplaced-scaffold	3766		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001337.1	Chromosome			unplaced-scaffold	3752		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001338.1	Chromosome			unplaced-scaffold	3750		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001339.1	Chromosome			unplaced-scaffold	3741		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001340.1	Chromosome			unplaced-scaffold	3736		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001341.1	Chromosome			unplaced-scaffold	3714		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001342.1	Chromosome			unplaced-scaffold	3713		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001343.1	Chromosome			unplaced-scaffold	3709		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001344.1	Chromosome			unplaced-scaffold	3695		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001345.1	Chromosome			unplaced-scaffold	3689		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001346.1	Chromosome			unplaced-scaffold	3680		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001347.1	Chromosome			unplaced-scaffold	3651		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001348.1	Chromosome			unplaced-scaffold	3650		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001349.1	Chromosome			unplaced-scaffold	3646		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001350.1	Chromosome			unplaced-scaffold	3644		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001351.1	Chromosome			unplaced-scaffold	3633		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001352.1	Chromosome			unplaced-scaffold	3627		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001353.1	Chromosome			unplaced-scaffold	3624		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001354.1	Chromosome			unplaced-scaffold	3620		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001355.1	Chromosome			unplaced-scaffold	3614		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001356.1	Chromosome			unplaced-scaffold	3609		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001357.1	Chromosome			unplaced-scaffold	3588		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001358.1	Chromosome			unplaced-scaffold	3585		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001359.1	Chromosome			unplaced-scaffold	3582		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001360.1	Chromosome			unplaced-scaffold	3580		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001361.1	Chromosome			unplaced-scaffold	3570		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001362.1	Chromosome			unplaced-scaffold	3570		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001363.1	Chromosome			unplaced-scaffold	3567		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001364.1	Chromosome			unplaced-scaffold	3521		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001365.1	Chromosome			unplaced-scaffold	3509		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001366.1	Chromosome			unplaced-scaffold	3508		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001367.1	Chromosome			unplaced-scaffold	3501		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001368.1	Chromosome			unplaced-scaffold	3499		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001369.1	Chromosome			unplaced-scaffold	3498		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001370.1	Chromosome			unplaced-scaffold	3493		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001371.1	Chromosome			unplaced-scaffold	3491		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001372.1	Chromosome			unplaced-scaffold	3487		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001373.1	Chromosome			unplaced-scaffold	3477		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001374.1	Chromosome			unplaced-scaffold	3477		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001375.1	Chromosome			unplaced-scaffold	3457		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001376.1	Chromosome			unplaced-scaffold	3446		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001377.1	Chromosome			unplaced-scaffold	3444		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001378.1	Chromosome			unplaced-scaffold	3438		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001379.1	Chromosome			unplaced-scaffold	3437		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001380.1	Chromosome			unplaced-scaffold	3436		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001381.1	Chromosome			unplaced-scaffold	3429		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001382.1	Chromosome			unplaced-scaffold	3427		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001383.1	Chromosome			unplaced-scaffold	3425		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001384.1	Chromosome			unplaced-scaffold	3411		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001385.1	Chromosome			unplaced-scaffold	3396		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001386.1	Chromosome			unplaced-scaffold	3394		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001387.1	Chromosome			unplaced-scaffold	3386		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001388.1	Chromosome			unplaced-scaffold	3383		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001389.1	Chromosome			unplaced-scaffold	3379		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001390.1	Chromosome			unplaced-scaffold	3364		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001391.1	Chromosome			unplaced-scaffold	3362		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001392.1	Chromosome			unplaced-scaffold	3350		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001393.1	Chromosome			unplaced-scaffold	3329		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001394.1	Chromosome			unplaced-scaffold	3322		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001395.1	Chromosome			unplaced-scaffold	3321		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001396.1	Chromosome			unplaced-scaffold	3313		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001397.1	Chromosome			unplaced-scaffold	3300		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001398.1	Chromosome			unplaced-scaffold	3291		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001399.1	Chromosome			unplaced-scaffold	3282		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001400.1	Chromosome			unplaced-scaffold	3269		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001401.1	Chromosome			unplaced-scaffold	3261		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001402.1	Chromosome			unplaced-scaffold	3254		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001403.1	Chromosome			unplaced-scaffold	3246		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001404.1	Chromosome			unplaced-scaffold	3239		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001405.1	Chromosome			unplaced-scaffold	3215		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001406.1	Chromosome			unplaced-scaffold	3215		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001407.1	Chromosome			unplaced-scaffold	3207		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001408.1	Chromosome			unplaced-scaffold	3196		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001409.1	Chromosome			unplaced-scaffold	3193		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001410.1	Chromosome			unplaced-scaffold	3188		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001411.1	Chromosome			unplaced-scaffold	3177		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001412.1	Chromosome			unplaced-scaffold	3163		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001413.1	Chromosome			unplaced-scaffold	3156		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001414.1	Chromosome			unplaced-scaffold	3144		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001415.1	Chromosome			unplaced-scaffold	3127		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001416.1	Chromosome			unplaced-scaffold	3125		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001417.1	Chromosome			unplaced-scaffold	3122		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001418.1	Chromosome			unplaced-scaffold	3111		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001419.1	Chromosome			unplaced-scaffold	3103		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001420.1	Chromosome			unplaced-scaffold	3096		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001421.1	Chromosome			unplaced-scaffold	3080		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001422.1	Chromosome			unplaced-scaffold	3080		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001423.1	Chromosome			unplaced-scaffold	3067		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001424.1	Chromosome			unplaced-scaffold	3064		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001425.1	Chromosome			unplaced-scaffold	3057		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001426.1	Chromosome			unplaced-scaffold	3023		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001427.1	Chromosome			unplaced-scaffold	3022		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001428.1	Chromosome			unplaced-scaffold	2995		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001429.1	Chromosome			unplaced-scaffold	2981		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001430.1	Chromosome			unplaced-scaffold	2967		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001431.1	Chromosome			unplaced-scaffold	2917		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001432.1	Chromosome			unplaced-scaffold	2911		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001433.1	Chromosome			unplaced-scaffold	2895		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001434.1	Chromosome			unplaced-scaffold	2865		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001435.1	Chromosome			unplaced-scaffold	2808		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001436.1	Chromosome			unplaced-scaffold	2757		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001437.1	Chromosome			unplaced-scaffold	2752		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001438.1	Chromosome			unplaced-scaffold	2745		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001439.1	Chromosome			unplaced-scaffold	2742		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001440.1	Chromosome			unplaced-scaffold	2730		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001441.1	Chromosome			unplaced-scaffold	2701		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001442.1	Chromosome			unplaced-scaffold	2700		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001443.1	Chromosome			unplaced-scaffold	2695		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001444.1	Chromosome			unplaced-scaffold	2677		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001445.1	Chromosome			unplaced-scaffold	2671		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001446.1	Chromosome			unplaced-scaffold	2658		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001447.1	Chromosome			unplaced-scaffold	2651		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001448.1	Chromosome			unplaced-scaffold	2636		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001449.1	Chromosome			unplaced-scaffold	2625		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001450.1	Chromosome			unplaced-scaffold	2608		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001451.1	Chromosome			unplaced-scaffold	2543		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001452.1	Chromosome			unplaced-scaffold	2541		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001453.1	Chromosome			unplaced-scaffold	2519		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001454.1	Chromosome			unplaced-scaffold	2503		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001455.1	Chromosome			unplaced-scaffold	2495		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001456.1	Chromosome			unplaced-scaffold	2469		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001457.1	Chromosome			unplaced-scaffold	2468		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001458.1	Chromosome			unplaced-scaffold	2458		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001459.1	Chromosome			unplaced-scaffold	2457		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001460.1	Chromosome			unplaced-scaffold	2453		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001461.1	Chromosome			unplaced-scaffold	2450		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001462.1	Chromosome			unplaced-scaffold	2423		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001463.1	Chromosome			unplaced-scaffold	2392		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001464.1	Chromosome			unplaced-scaffold	2391		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001465.1	Chromosome			unplaced-scaffold	2380		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001466.1	Chromosome			unplaced-scaffold	2345		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001467.1	Chromosome			unplaced-scaffold	2339		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001468.1	Chromosome			unplaced-scaffold	2338		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001469.1	Chromosome			unplaced-scaffold	2337		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001470.1	Chromosome			unplaced-scaffold	2335		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001471.1	Chromosome			unplaced-scaffold	2330		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001472.1	Chromosome			unplaced-scaffold	2321		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001473.1	Chromosome			unplaced-scaffold	2315		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001474.1	Chromosome			unplaced-scaffold	2303		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001475.1	Chromosome			unplaced-scaffold	2290		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001476.1	Chromosome			unplaced-scaffold	2287		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001477.1	Chromosome			unplaced-scaffold	2285		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001478.1	Chromosome			unplaced-scaffold	2284		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001479.1	Chromosome			unplaced-scaffold	2276		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001480.1	Chromosome			unplaced-scaffold	2266		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001481.1	Chromosome			unplaced-scaffold	2252		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001482.1	Chromosome			unplaced-scaffold	2249		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001483.1	Chromosome			unplaced-scaffold	2242		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001484.1	Chromosome			unplaced-scaffold	2229		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001485.1	Chromosome			unplaced-scaffold	2212		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001486.1	Chromosome			unplaced-scaffold	2212		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001487.1	Chromosome			unplaced-scaffold	2201		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001488.1	Chromosome			unplaced-scaffold	2181		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001489.1	Chromosome			unplaced-scaffold	2169		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001490.1	Chromosome			unplaced-scaffold	2136		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001491.1	Chromosome			unplaced-scaffold	2131		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001492.1	Chromosome			unplaced-scaffold	2112		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001493.1	Chromosome			unplaced-scaffold	2097		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001494.1	Chromosome			unplaced-scaffold	2084		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001495.1	Chromosome			unplaced-scaffold	2062		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001496.1	Chromosome			unplaced-scaffold	2040		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001497.1	Chromosome			unplaced-scaffold	2038		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001498.1	Chromosome			unplaced-scaffold	2035		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001499.1	Chromosome			unplaced-scaffold	2028		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001500.1	Chromosome			unplaced-scaffold	2027		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001501.1	Chromosome			unplaced-scaffold	2003		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001502.1	Chromosome			unplaced-scaffold	1977		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001503.1	Chromosome			unplaced-scaffold	1975		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001504.1	Chromosome			unplaced-scaffold	1973		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001505.1	Chromosome			unplaced-scaffold	1961		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001506.1	Chromosome			unplaced-scaffold	1950		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001507.1	Chromosome			unplaced-scaffold	1932		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001508.1	Chromosome			unplaced-scaffold	1930		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001509.1	Chromosome			unplaced-scaffold	1930		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001510.1	Chromosome			unplaced-scaffold	1926		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001511.1	Chromosome			unplaced-scaffold	1920		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001512.1	Chromosome			unplaced-scaffold	1917		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001513.1	Chromosome			unplaced-scaffold	1917		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001514.1	Chromosome			unplaced-scaffold	1916		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001515.1	Chromosome			unplaced-scaffold	1897		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001516.1	Chromosome			unplaced-scaffold	1897		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001517.1	Chromosome			unplaced-scaffold	1895		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001518.1	Chromosome			unplaced-scaffold	1895		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001519.1	Chromosome			unplaced-scaffold	1867		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001520.1	Chromosome			unplaced-scaffold	1854		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001521.1	Chromosome			unplaced-scaffold	1847		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001522.1	Chromosome			unplaced-scaffold	1837		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001523.1	Chromosome			unplaced-scaffold	1836		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001524.1	Chromosome			unplaced-scaffold	1831		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001525.1	Chromosome			unplaced-scaffold	1796		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001526.1	Chromosome			unplaced-scaffold	1780		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001527.1	Chromosome			unplaced-scaffold	1780		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001528.1	Chromosome			unplaced-scaffold	1769		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001529.1	Chromosome			unplaced-scaffold	1755		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001530.1	Chromosome			unplaced-scaffold	1752		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001531.1	Chromosome			unplaced-scaffold	1749		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001532.1	Chromosome			unplaced-scaffold	1724		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001533.1	Chromosome			unplaced-scaffold	1703		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001534.1	Chromosome			unplaced-scaffold	1681		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001535.1	Chromosome			unplaced-scaffold	1655		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001536.1	Chromosome			unplaced-scaffold	1647		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001537.1	Chromosome			unplaced-scaffold	1643		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001538.1	Chromosome			unplaced-scaffold	1621		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001539.1	Chromosome			unplaced-scaffold	1589		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001540.1	Chromosome			unplaced-scaffold	1568		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001541.1	Chromosome			unplaced-scaffold	1562		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001542.1	Chromosome			unplaced-scaffold	1544		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001543.1	Chromosome			unplaced-scaffold	1534		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001544.1	Chromosome			unplaced-scaffold	1533		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001545.1	Chromosome			unplaced-scaffold	1532		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001546.1	Chromosome			unplaced-scaffold	1508		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001547.1	Chromosome			unplaced-scaffold	1485		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001548.1	Chromosome			unplaced-scaffold	1433		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001549.1	Chromosome			unplaced-scaffold	1422		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001550.1	Chromosome			unplaced-scaffold	1398		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001551.1	Chromosome			unplaced-scaffold	1374		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001552.1	Chromosome			unplaced-scaffold	1355		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001553.1	Chromosome			unplaced-scaffold	1323		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001554.1	Chromosome			unplaced-scaffold	1314		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001555.1	Chromosome			unplaced-scaffold	1263		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001556.1	Chromosome			unplaced-scaffold	1250		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001557.1	Chromosome			unplaced-scaffold	1235		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001558.1	Chromosome			unplaced-scaffold	1213		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001559.1	Chromosome			unplaced-scaffold	1199		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001560.1	Chromosome			unplaced-scaffold	1189		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001561.1	Chromosome			unplaced-scaffold	1132		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001562.1	Chromosome			unplaced-scaffold	1130		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001563.1	Chromosome			unplaced-scaffold	1106		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001564.1	Chromosome			unplaced-scaffold	997		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001565.1	Chromosome			unplaced-scaffold	980		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001566.1	Chromosome			unplaced-scaffold	975		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001567.1	Chromosome			unplaced-scaffold	928		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001568.1	Chromosome			unplaced-scaffold	923		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001569.1	Chromosome			unplaced-scaffold	821		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001570.1	Chromosome			unplaced-scaffold	775		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001571.1	Chromosome			unplaced-scaffold	768		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001572.1	Chromosome			unplaced-scaffold	715		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001573.1	Chromosome			unplaced-scaffold	664		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001574.1	Chromosome			unplaced-scaffold	657		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001575.1	Chromosome			unplaced-scaffold	643		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001576.1	Chromosome			unplaced-scaffold	639		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001577.1	Chromosome			unplaced-scaffold	573		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001578.1	Chromosome			unplaced-scaffold	565		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001579.1	Chromosome			unplaced-scaffold	560		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001580.1	Chromosome			unplaced-scaffold	514		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001581.1	Chromosome			unplaced-scaffold	508		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001582.1	Chromosome			unplaced-scaffold	494		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001583.1	Chromosome			unplaced-scaffold	477		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001584.1	Chromosome			unplaced-scaffold	476		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001585.1	Chromosome			unplaced-scaffold	439		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001586.1	Chromosome			unplaced-scaffold	429		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001587.1	Chromosome			unplaced-scaffold	413		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001588.1	Chromosome			unplaced-scaffold	381		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001589.1	Chromosome			unplaced-scaffold	377		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001590.1	Chromosome			unplaced-scaffold	357		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001591.1	Chromosome			unplaced-scaffold	356		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001592.1	Chromosome			unplaced-scaffold	335		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001593.1	Chromosome			unplaced-scaffold	328		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001594.1	Chromosome			unplaced-scaffold	302		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001595.1	Chromosome			unplaced-scaffold	288		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001596.1	Chromosome			unplaced-scaffold	277		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001597.1	Chromosome			unplaced-scaffold	269		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001598.1	Chromosome			unplaced-scaffold	234		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001599.1	Chromosome			unplaced-scaffold	227		
